ano_campeonato,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,penalti,gols_penalti_mandante,gols_penalti_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,pontos_mandante,pontos_visitante,mandante_venceu,visitante_venceu,empate_flag
2021,2021-07-04,16:00:00,2ª Eliminatória,Jogo Único,Estádio Municipal Helvídio Nunes de Barros,,0,5400.0,Picos,Boavista,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-07-04,16:00:00,2ª Eliminatória,Jogo Único,Estádio Adauto Moraes,,0,5018.0,Juazeirense,Volta Redonda,,,,,,,3,3,,,1,7.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-07-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Manoel Barradas,,0,35632.0,EC Vitória,Rio Branco-ES,Rodrigo Chagas,Andre Visser,1450000.0,75000.0,24.6,28.1,2,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-07-04,21:30:00,2ª Eliminatória,Jogo Único,Estádio Governador Roberto Santos,,0,31000.0,EC Bahia,Manaus FC,,,,,,,4,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-07-04,21:30:00,2ª Eliminatória,Jogo Único,Estádio Antônio Guimarães de Almeida,,0,3500.0,Tombense,Vasco da Gama,Bruno Pivetti,Marcelo Cabo,300000.0,11150000.0,28.2,27.7,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-08-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Heriberto Hülse,,0,22000.0,Criciúma EC,Ponte Preta,Wilsão,Fábio Moreno,375000.0,3380000.0,27.7,27.1,1,1,,,1,6.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,21:30:00,2ª Eliminatória,Jogo Único,Estádio Onésio Brasileiro Alvarenga,,0,11788.0,Vila Nova FC,Juventude,Wagner Lopes,Marquinhos Santos,1380000.0,4500000.0,29.3,29.1,1,1,,,1,5.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,20:30:00,2ª Eliminatória,Jogo Único,Estádio Elcyr Resende de Mendonça,,0,6000.0,Corinthians,Retrô,,,,,,,1,1,,,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,16:45:00,2ª Eliminatória,Jogo Único,Estádio Estadual Jornalista Edgar Augusto Proença,,0,45007.0,Paysandu,CRB,Itamar Schulle,Roberto Fernandes,1150000.0,3780000.0,28.4,30.0,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-08-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Olimpico Albino Turbay,,0,4000.0,Cianorte,Santa Cruz,João Burse,Roberto de Jesus,50000.0,450000.0,25.5,28.7,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-08-04,20:30:00,2ª Eliminatória,Jogo Único,Estádio Rei Pelé,,0,20000.0,CSA,Remo,Mozart,Paulo Bonamigo,4980000.0,1000000.0,28.6,30.4,1,1,,,1,6.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Raimundo Sampaio,,0,25000.0,América-MG,Ferroviário,Lisca,Francisco Diá,3780000.0,250000.0,29.5,26.0,1,1,,,1,4.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,21:30:00,2ª Eliminatória,Jogo Único,Estádio Maria Lamas Farache,,0,18017.0,ABC FC,Botafogo,Sílvio Criciúma,Marcelo Chamusca,50000.0,7530000.0,25.3,26.7,1,1,,,1,5.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,21:30:00,2ª Eliminatória,Jogo Único,Arena das Dunas,,0,31000.0,América-RN,Cruzeiro,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-08-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Municipal Helvídio Nunes de Barros,,0,5400.0,4 de Julho,Cuiabá-MT,,,,,,,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-08-04,19:00:00,2ª Eliminatória,Jogo Único,Estádio Aderbal Ramos da Silva,,0,17800.0,Avaí FC,FC Cascavel,Claudinei Oliveira,Tcheco,5350000.0,500000.0,31.4,29.4,2,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-08-04,21:30:00,2ª Eliminatória,Jogo Único,Arena Joinville,,0,22400.0,Joinville-SC,Atlético-GO,,,775000.0,9400000.0,27.4,26.8,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-01-06,16:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Onésio Brasileiro Alvarenga,,0,11788.0,Vila Nova FC,EC Bahia,Wagner Lopes,Dado Cavalcanti,3500000.0,12100000.0,29.7,25.7,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-01-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Olimpico Albino Turbay,Diego Pombo Lopez,0,4000.0,Cianorte,Santos,João Burse,Fernando Diniz,50000.0,31500000.0,26.3,26.2,0,2,0.0,1.0,0,,,1.0,9.0,21.0,21.0,21.0,20.0,6.0,2.0,0.0,6.0,5.0,16.0,2.0,5.0,visitante,0,3,0,1,0
2021,2021-01-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Alberto Tavares Silva,Zandick Gondim,0,44000.0,4 de Julho,São Paulo,,,,,,,3,2,2.0,2.0,0,,,2.0,6.0,17.0,17.0,16.0,17.0,2.0,2.0,1.0,4.0,13.0,15.0,7.0,9.0,mandante,3,0,1,0,0
2021,2021-01-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Elcyr Resende de Mendonça,Paulo Roberto Alves Júnior,0,6000.0,Boavista,Vasco da Gama,Leandrão,Marcelo Cabo,175000.0,11450000.0,25.7,28.9,0,1,0.0,1.0,0,,,4.0,5.0,16.0,19.0,17.0,16.0,1.0,6.0,0.0,0.0,10.0,16.0,2.0,9.0,visitante,0,3,0,1,0
2021,2021-02-06,16:30:00,3ª Eliminatória ,Jogos De Ida,Arena Condá,,0,22600.0,Chapecoense,ABC FC,,,,,,,3,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-02-06,16:30:00,3ª Eliminatória ,Jogos De Ida,Arena do Grêmio,Alexandre Vargas Tavares,0,60540.0,Grêmio,Brasiliense,,,,,,,2,0,1.0,0.0,0,,,0.0,6.0,9.0,5.0,5.0,9.0,1.0,2.0,2.0,1.0,10.0,5.0,5.0,2.0,mandante,3,0,1,0,0
2021,2021-02-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Plácido Castelo,,0,60326.0,Fortaleza,Ceará SC,Juan Pablo Vojvoda,Guto Ferreira,10480000.0,7100000.0,28.2,26.2,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-02-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Estadual Jornalista Edgar Augusto Proença,Antonio Dib Moraes de Sousa,0,45007.0,Remo,Atlético-MG,Paulo Bonamigo,Cuca,500000.0,28700000.0,29.8,30.4,0,2,0.0,2.0,0,,,7.0,1.0,5.0,10.0,9.0,5.0,2.0,1.0,2.0,0.0,12.0,5.0,7.0,0.0,visitante,0,3,0,1,0
2021,2021-02-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Raimundo Sampaio,,0,25000.0,América-MG,Criciúma EC,Lisca,Paulo Baier,6250000.0,275000.0,29.1,28.2,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-02-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Jornalista Mário Filho,Ricardo Marques Ribeiro (MG),0,82238.0,Fluminense,RB Bragantino,Roger Machado,Maurício Barbieri,12500000.0,21250000.0,29.0,27.2,2,0,0.0,0.0,0,,,7.0,1.0,12.0,12.0,11.0,11.0,1.0,4.0,2.0,1.0,13.0,4.0,5.0,2.0,mandante,3,0,1,0,0
2021,2021-02-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Neo Química Arena ,Braulio da Silva Machado,0,49205.0,Corinthians,Atlético-GO,Sylvinho,Eduardo Barroca,29600000.0,7830000.0,27.4,27.2,0,2,0.0,2.0,0,,,4.0,1.0,7.0,13.0,12.0,6.0,1.0,3.0,1.0,0.0,13.0,9.0,5.0,3.0,visitante,0,3,0,1,0
2021,2021-03-06,16:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Magalhães Pinto,Alisson Sidnei Furtado,0,57483.0,Cruzeiro,Juazeirense,,,,,,,1,0,0.0,0.0,0,,,11.0,6.0,22.0,19.0,19.0,20.0,3.0,2.0,0.0,3.0,16.0,8.0,7.0,4.0,mandante,3,0,1,0,0
2021,2021-03-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Manoel Barradas,Marcelo de Lima Henrique  (RJ),0,35632.0,EC Vitória,Internacional,Rodrigo Chagas,Miguel Ángel Ramírez,1300000.0,32050000.0,24.8,26.4,0,1,0.0,0.0,0,,,7.0,9.0,10.0,12.0,12.0,9.0,3.0,1.0,1.0,0.0,9.0,8.0,5.0,2.0,visitante,0,3,0,1,0
2021,2021-03-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Aderbal Ramos da Silva,,0,17800.0,Avaí FC,Athletico-PR,Claudinei Oliveira,Toni Oliveira,5930000.0,27900000.0,30.6,25.7,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-03-06,21:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Rei Pelé,Ramon Abatti,0,20000.0,CRB,Palmeiras,Allan Aal,Abel Ferreira,3850000.0,42150000.0,28.9,29.3,0,1,0.0,1.0,0,,,10.0,8.0,12.0,24.0,22.0,11.0,6.0,3.0,1.0,2.0,14.0,15.0,3.0,3.0,visitante,0,3,0,1,0
2021,2021-08-06,16:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Urbano Caldeira,Gilberto Rodrigues Castro Junior,0,20120.0,Santos,Cianorte,,,,,,,1,0,1.0,0.0,0,,,3.0,2.0,14.0,16.0,15.0,14.0,3.0,3.0,4.0,0.0,10.0,6.0,6.0,2.0,mandante,3,0,1,0,0
2021,2021-08-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,Denis Ribeiro Serafim,0,67428.0,São Paulo,4 de Julho,,,,,,,9,1,3.0,1.0,0,,,9.0,4.0,17.0,7.0,7.0,17.0,3.0,4.0,5.0,0.0,19.0,10.0,5.0,4.0,mandante,3,0,1,0,0
2021,2021-09-06,16:30:00,3ª Eliminatória ,Jogos De Volta,Estádio São Januário,Jose Mendonça,0,24584.0,Vasco da Gama,Boavista,Marcelo Cabo,Leandrão,11350000.0,175000.0,28.0,27.1,1,1,0.0,1.0,0,,,9.0,4.0,13.0,14.0,14.0,10.0,4.0,5.0,1.0,1.0,22.0,9.0,9.0,4.0,empate,1,1,0,0,1
2021,2021-09-06,16:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Maria Lamas Farache,,0,18017.0,ABC FC,Chapecoense,,,,,,,3,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-09-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Governador Roberto Santos,,0,31000.0,EC Bahia,Vila Nova FC,Dado Cavalcanti,Wagner Lopes,10900000.0,3180000.0,26.7,28.8,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-09-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Ligga Arena,,0,42372.0,Athletico-PR,Avaí FC,Toni Oliveira,Claudinei Oliveira,25400000.0,5830000.0,26.9,30.4,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-09-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Allianz Parque,,0,43600.0,Palmeiras,CRB,Abel Ferreira,Allan Aal,40000000.0,4130000.0,28.3,28.4,0,1,,,1,3.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-09-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Adauto Moraes,,0,5018.0,Juazeirense,Cruzeiro,,,,,,,1,0,,,1,4.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-09-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Nabi Abi Chedid,Wilton Sampaio,0,13212.0,RB Bragantino,Fluminense,Maurício Barbieri,Roger Machado,21850000.0,12500000.0,25.4,29.0,2,1,0.0,0.0,0,,,8.0,4.0,14.0,12.0,12.0,13.0,0.0,7.0,1.0,1.0,23.0,6.0,11.0,4.0,mandante,3,0,1,0,0
2021,2021-09-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Antonio Accioly,Caio Max Augusto Vieira,0,13000.0,Atlético-GO,Corinthians,Eduardo Barroca,Sylvinho,7830000.0,27800000.0,27.3,26.2,0,0,0.0,0.0,0,,,1.0,12.0,13.0,11.0,11.0,12.0,2.0,2.0,1.0,1.0,6.0,14.0,2.0,9.0,empate,1,1,0,0,1
2021,2021-09-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Heriberto Hülse,,0,22000.0,Criciúma EC,América-MG,Paulo Baier,Lisca,75000.0,5230000.0,27.8,28.0,2,2,,,1,5.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-10-06,15:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Elmo Serejo Farias,Wanderson Alves de Sousa,0,30000.0,Brasiliense,Grêmio,,,,,,,0,0,0.0,0.0,0,,,0.0,3.0,16.0,19.0,19.0,16.0,1.0,3.0,3.0,2.0,12.0,9.0,5.0,5.0,empate,1,1,0,0,1
2021,2021-10-06,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Governador Magalhães Pinto,Jefferson Ferreira Moraes,0,57018.0,Atlético-MG,Remo,Cuca,Paulo Bonamigo,25950000.0,975000.0,30.7,28.5,2,1,1.0,1.0,0,,,6.0,2.0,16.0,15.0,14.0,15.0,3.0,4.0,1.0,1.0,16.0,10.0,6.0,5.0,mandante,3,0,1,0,0
2021,2021-10-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Governador Plácido Castelo,,0,60326.0,Ceará SC,Fortaleza,Guto Ferreira,Juan Pablo Vojvoda,6480000.0,10900000.0,26.1,28.5,0,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-10-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Beira-Rio,Felipe Fernandes,0,56000.0,Internacional,EC Vitória,Miguel Ángel Ramírez,Ramon Menezes,32300000.0,2100000.0,27.3,25.7,1,3,0.0,0.0,0,,,8.0,3.0,21.0,25.0,22.0,21.0,6.0,5.0,1.0,0.0,15.0,12.0,8.0,3.0,visitante,0,3,0,1,0
2021,2021-10-06,19:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Major Antônio Couto Pereira,Savio Pereira Sampaio,0,37182.0,Coritiba FC,Flamengo,Gustavo Morínigo,Maurício Souza,5980000.0,35800000.0,31.1,28.8,0,1,0.0,1.0,0,,,2.0,5.0,19.0,10.0,10.0,19.0,6.0,2.0,1.0,1.0,5.0,15.0,1.0,2.0,visitante,0,3,0,1,0
2021,2021-10-06,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,0,78838.0,Flamengo,Coritiba FC,Rogério Ceni,Gustavo Morínigo,51200000.0,4930000.0,27.9,29.0,2,0,1.0,0.0,0,,,13.0,4.0,11.0,17.0,16.0,11.0,1.0,2.0,1.0,0.0,22.0,3.0,11.0,0.0,mandante,3,0,1,0,0
2021,2021-12-12,17:00:00,Final ,Jogo De Ida,Estádio Governador Magalhães Pinto,,53181,62018.0,Atlético-MG,Athletico-PR,Cuca,Alberto Valentim,47700000.0,26500000.0,29.4,27.0,4,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-12-12,20:30:00,Final ,Jogo De Volta,Ligga Arena,Anderson Daronco,34050,42372.0,Athletico-PR,Atlético-MG,Alberto Valentim,Cuca,29750000.0,44700000.0,25.8,29.4,1,2,0.0,1.0,0,,,10.0,2.0,18.0,8.0,7.0,15.0,3.0,10.0,2.0,1.0,20.0,10.0,8.0,4.0,visitante,0,3,0,1,0
2021,2021-03-08,19:00:00,Oitavas De Final ,Jogos De Volta,Arena do Grêmio,Leo Simão Holanda,0,60540.0,Grêmio,EC Vitória,Luiz Felipe Scolari,Ramon Menezes,24600000.0,750000.0,25.3,23.7,1,0,1.0,0.0,0,,,10.0,2.0,17.0,10.0,8.0,16.0,0.0,7.0,3.0,0.0,12.0,7.0,2.0,4.0,mandante,3,0,1,0,0
2021,2021-04-08,16:30:00,Oitavas De Final ,Jogos De Volta,Estádio Rei Pelé,Savio Pereira Sampaio,0,20000.0,CRB,Fortaleza,Allan Aal,Juan Pablo Vojvoda,3330000.0,10550000.0,27.9,29.4,0,1,0.0,1.0,0,,,3.0,1.0,21.0,18.0,18.0,21.0,7.0,1.0,2.0,1.0,6.0,14.0,3.0,4.0,visitante,0,3,0,1,0
2021,2021-04-08,19:15:00,Oitavas De Final ,Jogos De Volta,Estádio Antonio Accioly,Bruno Arleu de Araújo,0,13000.0,Atlético-GO,Athletico-PR,Eduardo Barroca,Toni Oliveira,9300000.0,20150000.0,27.1,25.7,2,2,0.0,1.0,0,,,10.0,3.0,15.0,20.0,20.0,15.0,1.0,2.0,1.0,3.0,14.0,11.0,4.0,4.0,empate,1,1,0,0,1
2021,2021-04-08,21:30:00,Oitavas De Final ,Jogos De Volta,Estádio São Januário,Anderson Daronco,0,22000.0,Vasco da Gama,São Paulo,Lisca,Hernán Crespo,15800000.0,29100000.0,28.4,27.9,1,2,0.0,1.0,0,,,2.0,6.0,15.0,16.0,14.0,14.0,5.0,2.0,0.0,1.0,7.0,19.0,2.0,6.0,visitante,0,3,0,1,0
2021,2021-04-08,21:30:00,Oitavas De Final ,Jogos De Volta,Arena Fonte Nova,Vinicius Gonçalves Dias Araujo,0,47364.0,EC Bahia,Atlético-MG,Dado Cavalcanti,Cuca,10800000.0,28500000.0,28.1,30.0,2,1,2.0,0.0,0,,,5.0,3.0,14.0,15.0,14.0,13.0,1.0,5.0,0.0,0.0,16.0,9.0,8.0,6.0,mandante,3,0,1,0,0
2021,2021-05-08,19:15:00,Oitavas De Final ,Jogos De Volta,Estádio Adauto Moraes,Douglas Schwengber,0,5018.0,Juazeirense,Santos,,,,,,,2,0,2.0,0.0,0,,,4.0,10.0,24.0,19.0,18.0,23.0,1.0,1.0,2.0,0.0,7.0,11.0,2.0,7.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Oitavas De Final ,Jogos De Volta,Arena das Dunas,Ramon Abatti,0,31017.0,ABC FC,Flamengo,,,,,,,0,1,0.0,0.0,0,,,3.0,7.0,16.0,13.0,13.0,16.0,7.0,0.0,4.0,1.0,6.0,13.0,4.0,5.0,visitante,0,3,0,1,0
2021,2021-05-08,16:30:00,Oitavas De Final ,Jogos De Volta,Estádio Jornalista Mário Filho,Felipe Fernandes,0,82238.0,Fluminense,Criciúma EC,Roger Machado,Paulo Baier,14500000.0,275000.0,28.9,29.0,3,0,1.0,0.0,0,,,4.0,3.0,23.0,27.0,27.0,22.0,1.0,1.0,0.0,1.0,7.0,7.0,3.0,4.0,mandante,3,0,1,0,0
2021,2021-05-08,19:15:00,Oitavas De Final ,Jogos De Ida,Estádio Heriberto Hülse,Caio Max Augusto Vieira,0,22000.0,Criciúma EC,Fluminense,Paulo Baier,Roger Machado,275000.0,14500000.0,28.7,28.9,2,1,1.0,0.0,0,,,2.0,3.0,17.0,16.0,15.0,17.0,2.0,2.0,2.0,1.0,9.0,11.0,3.0,4.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Oitavas De Final ,Jogos De Ida,Estádio Manoel Barradas,Flavio Rodrigues de Souza,0,35632.0,EC Vitória,Grêmio,Ramon Menezes,Luiz Felipe Scolari,800000.0,24900000.0,22.1,24.2,0,3,0.0,1.0,0,,,4.0,7.0,9.0,7.0,7.0,9.0,3.0,2.0,0.0,1.0,9.0,20.0,4.0,8.0,visitante,0,3,0,1,0
2021,2021-05-08,16:30:00,Oitavas De Final ,Jogos De Ida,Ligga Arena,Anderson Daronco,0,42372.0,Athletico-PR,Atlético-GO,,,,,,,2,1,0.0,0.0,0,,,6.0,0.0,15.0,10.0,10.0,15.0,1.0,6.0,2.0,0.0,16.0,14.0,5.0,9.0,mandante,3,0,1,0,0
2021,2021-05-08,19:15:00,Oitavas De Final ,Jogos De Ida,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,0,20120.0,Santos,Juazeirense,,,,,,,4,0,0.0,0.0,0,,,11.0,1.0,16.0,12.0,11.0,16.0,1.0,9.0,3.0,2.0,25.0,8.0,9.0,5.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Oitavas De Final ,Jogos De Ida,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,0,72039.0,São Paulo,Vasco da Gama,Hernán Crespo,Lisca,33600000.0,14950000.0,28.1,28.7,2,0,1.0,0.0,0,,,9.0,4.0,20.0,13.0,12.0,17.0,3.0,6.0,1.0,1.0,18.0,16.0,5.0,8.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Oitavas De Final ,Jogos De Ida,Estádio Raimundo Sampaio,Raphael Claus,0,23018.0,Atlético-MG,EC Bahia,Cuca,Dado Cavalcanti,37800000.0,9830000.0,29.9,27.7,2,0,1.0,0.0,0,,,5.0,6.0,15.0,13.0,12.0,13.0,7.0,6.0,1.0,2.0,16.0,18.0,4.0,7.0,mandante,3,0,1,0,0
2021,2021-05-08,16:30:00,Oitavas De Final ,Jogos De Ida,Estádio Governador Plácido Castelo,Paulo Roberto Alves Júnior,0,60326.0,Fortaleza,CRB,Juan Pablo Vojvoda,Allan Aal,11450000.0,3480000.0,28.9,28.4,2,1,0.0,1.0,0,,,3.0,0.0,12.0,12.0,9.0,12.0,0.0,4.0,1.0,0.0,24.0,6.0,11.0,3.0,mandante,3,0,1,0,0
2021,2021-05-08,20:00:00,Oitavas De Final ,Jogos De Ida,Estádio Jornalista Mário Filho,Marielson Alves Silva,0,78838.0,Flamengo,ABC FC,,,,,,,6,0,4.0,0.0,0,,,4.0,2.0,8.0,18.0,17.0,8.0,0.0,4.0,1.0,1.0,22.0,1.0,10.0,1.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Quartas De Final ,Jogos De Volta,Estádio Urbano Caldeira,Leandro Pedro Vuaden,0,20120.0,Santos,Athletico-PR,Fábio Carille,Toni Oliveira,21900000.0,26250000.0,26.9,26.8,0,1,0.0,0.0,0,,,5.0,5.0,7.0,22.0,20.0,5.0,4.0,7.0,2.0,1.0,19.0,13.0,7.0,5.0,visitante,0,3,0,1,0
2021,2021-05-08,19:00:00,Quartas De Final ,Jogos De Volta,Estádio Governador Magalhães Pinto,Raphael Claus,0,57018.0,Atlético-MG,Fluminense,Cuca,Marcão,47700000.0,19850000.0,29.1,27.6,1,0,0.0,0.0,0,,,2.0,5.0,15.0,12.0,11.0,15.0,1.0,4.0,1.0,0.0,14.0,10.0,6.0,5.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Quartas De Final ,Jogos De Volta,Estádio Governador Plácido Castelo,Bruno Arleu de Araújo,0,22000.0,Fortaleza,São Paulo,Juan Pablo Vojvoda,Hernán Crespo,10830000.0,29900000.0,28.8,28.7,3,1,1.0,0.0,0,,,6.0,5.0,9.0,13.0,11.0,9.0,2.0,2.0,3.0,1.0,14.0,9.0,5.0,4.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Quartas De Final ,Jogos De Volta,Estádio Jornalista Mário Filho,Rodolpho Toski Marques,0,78838.0,Flamengo,Grêmio,Renato Portaluppi,Luiz Felipe Scolari,67500000.0,22650000.0,26.2,26.1,2,0,0.0,0.0,0,,,4.0,4.0,13.0,18.0,16.0,12.0,3.0,2.0,0.0,0.0,16.0,10.0,9.0,4.0,mandante,3,0,1,0,0
2021,2021-05-08,19:00:00,Quartas De Final ,Jogos De Ida,Ligga Arena,Marcelo de Lima Henrique  (RJ),0,42372.0,Athletico-PR,Santos,Toni Oliveira,Fernando Diniz,25900000.0,19900000.0,25.9,25.7,1,0,1.0,0.0,0,,,9.0,8.0,18.0,10.0,9.0,17.0,2.0,4.0,2.0,0.0,16.0,15.0,8.0,5.0,mandante,3,0,1,0,0
2021,2021-05-08,21:30:00,Quartas De Final ,Jogos De Ida,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,0,72039.0,São Paulo,Fortaleza,Hernán Crespo,Juan Pablo Vojvoda,30700000.0,10450000.0,29.3,29.0,2,2,0.0,0.0,0,,,2.0,5.0,15.0,11.0,8.0,15.0,4.0,4.0,2.0,3.0,11.0,13.0,4.0,6.0,empate,1,1,0,0,1
2021,2021-05-08,21:30:00,Quartas De Final ,Jogos De Ida,Arena do Grêmio,Vinicius Gonçalves Dias Araujo,0,60540.0,Grêmio,Flamengo,Luiz Felipe Scolari,Renato Portaluppi,30200000.0,76350000.0,27.7,31.1,0,4,0.0,0.0,0,,,4.0,3.0,12.0,16.0,15.0,12.0,3.0,1.0,1.0,0.0,16.0,11.0,11.0,4.0,visitante,0,3,0,1,0
